code_uberon,name,synonym
UBERON:0007807,connecting stalk vasculature,"connecting stalk blood vessel;connecting stalk blood vessels;vasculature of connecting stalk"
UBERON:0007808,adipose tissue of abdominal region,"abdominal adipose tissue;abdominal fat;intra-abdominal fat"
UBERON:0007809,fascia of Camper,"adipose layer of superficial fascia of abdomen;Camper's fascia;camper's fascia;fascia investiens intermedia abdominis;fatty layer of subcutaneous tissue of abdomen;fatty layer of superficial fascia of abdomen;intermediate investing fascia of abdomen;panniculus adiposus abdominis;panniculus adiposus telae subcutaneae abdominis;superficial layer of superficial fascia of abdomen"
UBERON:0007811,craniocervical region,"cephalic area;cephalic part of animal;cephalic region;head and neck;head or neck"
UBERON:0007812,post-anal tail,"muscular postanal tail;post-anal fin tail;post-vent region;postanal tail"
UBERON:0007818,major alar cartilage,"cartilago alaris major;cartilago alaris major;greater alar cartilage"
UBERON:0007819,minor alar cartilage,"cartilago alaris minor;lesser alar cartilage;lesser alar cartilages"
UBERON:0007820,accessory nasal cartilage,"cartilago nasi accessoriae"
UBERON:0007821,lateral nasal cartilage,"cartilago nasi lateralis"
UBERON:0007822,vomeronasal cartilage,"cartilago vomeronasalis;Huschke's cartilage;Jacobson's cartilage"
UBERON:0007823,appendage girdle region,"fin girdle;fin girdle region;girdle;girdle region;limb girdle;limb girdle region"
UBERON:0007825,reticular membrane of spiral organ,"membrana reticularis organi spiralis;reticular lamina;reticular lamina of spiral organ;reticular lamina of spiral organ of cochlea"
UBERON:0007826,peritoneal mesentery,""
UBERON:0007827,external nose,"nose"
UBERON:0007828,girdle bone/zone,"girdle bone"
UBERON:0007829,pectoral girdle bone,"bone of pectoral girdle"
UBERON:0007830,pelvic girdle bone/zone,"bone of pelvic girdle;pelvic girdle bone"
UBERON:0007831,pectoral girdle skeleton,"cingulum pectorale;pectoral girdle;scapular girdle;skeletal parts of pectoral girdle;skeleton of pectoral girdle"
UBERON:0007832,pelvic girdle skeleton,"pelvic girdle;pelvic girdle skeleton;skeletal parts of pelvic girdle;skeleton of pelvic girdle"
UBERON:0007833,osseus semicircular canal,"osseous semicircular canal"
UBERON:0007834,lumbar spinal cord ventral commissure,"lumbar spinal cord anterior commissure"
UBERON:0007835,sacral spinal cord ventral commissure,"sacral spinal cord anterior commissure"
UBERON:0007836,cervical spinal cord ventral commissure,"cervical spinal cord anterior commissure"
UBERON:0007837,thoracic spinal cord ventral commissure,"thoracic spinal cord anterior commissure"
UBERON:0007838,spinal cord white commissure,"white commissure of spinal cord"
UBERON:0007840,spinal cord dorsal white commissure,"commissura alba posterior medullae spinalis;dorsal white commissure of spinal cord;posterior white commissure of spinal cord"
UBERON:0007841,furcula,"furcula bone;fused clavicle;wishbone"
UBERON:0007842,membrane bone,"membrane bones"
UBERON:0007843,uncinate process of ribs,"uncinate process"
UBERON:0007844,cartilage element,"cartilage;cartilage organ;cartilaginous element;chondrogenic element"
UBERON:0007845,regular connective tissue,""
UBERON:0007846,dense regular connective tissue,"dense fibrous connective tissue;dense regular collagenous connective tissue;dense regular collagenous tissue;regular dense connective tissue;typus regularis (textus connectivus collagenosus compactus)"
UBERON:0007862,perichordal tissue,"notochord;perichordal connective tissue;perichordal sheath;perichordal sheath tissue;perichordal tube"
UBERON:0007914,bone of craniocervical region,"cranial bone;head or neck bone"
UBERON:0007958,central carpal bone,"central bone;central carpals;centrale;os carpi centrale;os centrale;os centrale carpi"
UBERON:0007959,falciform carpal bone,"os falciform;os falciforme"
UBERON:0007960,scapholunate,"intermedioradial carpal bone;scapholunate bone;scapholunatum"
UBERON:0007990,proximal sesamoid bone of pes,"proximal sesamoid bone of foot"
UBERON:0007991,proximal sesamoid bone of manus,"proximal sesamoid bone of hand"
UBERON:0007993,ulnar sesamoid bone,"ulnar sesamoid"
UBERON:0007997,sesamoid bone of manus,"sesamoid bone of hand"
UBERON:0008000,sesamoid bone of pes,"sesamoid bone of foot"
UBERON:0008001,irregular bone,"os irregulare;os irregulare"
UBERON:0008114,joint of girdle,"girdle joint"
UBERON:0008115,surface of cartilage,"cartilage surface"
UBERON:0008124,joint articular surface,""
UBERON:0008187,hypertrophic cartilage zone,""
UBERON:0008188,tendon of biceps brachii,"biceps brachii tendon;tendon of biceps brachii muscle"
UBERON:0008192,tendon of triceps brachii,"tendon of triceps brachii muscle;triceps brachii tendon;triceps tendon"
UBERON:0008193,pneumatized bone,"hollow bone;os pneumaticum;pneumatic bone"
UBERON:0008194,tibiotarsus,""
UBERON:0008195,tarsometatarsus,""
UBERON:0008196,muscle of pectoral girdle,"muscle of shoulder girdle;pectoral girdle muscle"
UBERON:0008198,nail plate,"lamina unguis"
UBERON:0008199,chin,"mental part of face;mental region;mental region of face;mentum;regio mentalis"
UBERON:0008200,forehead,"fore head;sinciput"
UBERON:0008201,scute,"osteoderm;osteoscute;scuta;scutae;scutum"
UBERON:0008202,bone of hip region,""
UBERON:0008203,pelvic cavity,"cavitas pelvis;space of pelvic compartment"
UBERON:0008229,craniocervical region musculature,"head muscles;head or neck muscle;head or neck muscle"
UBERON:0008230,tibialis,"tibialis muscle"
UBERON:0008231,dorsal thoracic segment of trunk,"back of thorax;dorsum of thorax;posterior part of thorax;thoracic back;thoracic part of back;upper back"
UBERON:0008242,lower back muscle,""
UBERON:0008243,upper back muscle,""
UBERON:0008245,pennate muscle,"penniform muscle"
UBERON:0008246,pyloric stomach,""
UBERON:0008247,tube foot,"tube feet"
UBERON:0008248,echinoderm pyloric cecum,"pyloric caecum;pyloric cecum"
UBERON:0008250,cardiac stomach,""
UBERON:0008251,water vascular system,""
UBERON:0008252,tube foot ampulla,"ampulla"
UBERON:0008253,Aristotle's lantern,"Aristotles lantern"
UBERON:0008254,styliform cartilage,""
UBERON:0008255,right clavicle,""
UBERON:0008256,left clavicle,""
UBERON:0008257,radial sesamoid,"os sesamoideum radiale"
UBERON:0008258,oral subdivision of organism,"actinal side;actinal subdivision;actinal surface;oral side;oral side of organism;oral subdivision"
UBERON:0008259,aboral subdivision of organism,"abactinal side;abactinal subdivision;abactinal surface;aboral side;aboral side of organism;aboral subdivision"
UBERON:0008260,spine appendage,"spine;spiny appendage"
UBERON:0008261,pedicellaria,"pedicellariae"
UBERON:0008262,ambulacral area,""
UBERON:0008263,inter-ambulacral area,""
UBERON:0008264,echinopluteus larval stage,"pluteus larval stage"
UBERON:0008265,echinopluteus larva,"pluteus larva"
UBERON:0008266,periodontal ligament,"alveolar periosteum;alveolodental ligament;alveolodental membrane;desmodontium;fibra periodontalis;odontoperiosteum;paradentium;PDL;peridental membrane;peridontal fiber;peridontal fibre;peridontal ligament;peridontal ligament fiber;peridontal ligament fibre;peridontal membrane;peridontium;periodontal fiber;periodontal fibre;periodontium"
UBERON:0008267,left supracardinal vein,""
UBERON:0008268,right supracardinal vein,""
UBERON:0008269,nacre,"mother of pearl"
UBERON:0008270,mollusc shell,""
UBERON:0008271,turtle shell,"armor"
UBERON:0008274,mollusc venom,"conus venom;mollusc venom;mollusk venom;octopus venom;snail venom"
UBERON:0008275,carapace,"chelonian carapace;dorsal armor;dorsal shell;upper shell"
UBERON:0008276,plastron,"lower shell;ventral armor;ventral shell"
UBERON:0008277,obsolete cnida,""
UBERON:0008278,obsolete nematocyst,"penetrant cnida"
UBERON:0008279,obsolete spirocyst,"volvent cnida"
UBERON:0008280,cnidarian venom,"chironex venom;cnidarian venom;jellyfish venom;portuguese man of war venom;portuguese man-of-war venom;sea anemone venom"
UBERON:0008281,tooth bud,"dental bud;dental germ;tooth germ"
UBERON:0008283,columnella,""
UBERON:0008284,columnella muscle,"columella muscle"
UBERON:0008285,rumen epithelium,""
UBERON:0008286,feather calamus,"calamus;feather quill;quill"
UBERON:0008287,feather vane,"vane;vexillum"
UBERON:0008288,feather rachis,"feather shaft;main shaft of feather;rachis;rachis of feather"
UBERON:0008290,afterfeather,""
UBERON:0008291,down feather,"body down feather;downy feather;natal down feather;plumaceous feather;plumulaceous feather;powder down feather"
UBERON:0008292,vaned feather,""
UBERON:0008293,filoplume feather,"filoplume"
UBERON:0008294,feather barb,"barb"
UBERON:0008295,feather barbule,"barbule"
UBERON:0008296,obsolete femoral muscle,""
UBERON:0008297,pennaceous feather,"contour feather;pennaceous"
UBERON:0008304,inner chondrogenic layer of perichondrium,""
UBERON:0008305,outer fibrous layer of perichondrium,""
UBERON:0008307,heart endothelium,"cardiac endothelium"
UBERON:0008310,nasopharyngeal gland,""
UBERON:0008311,penile bulb artery,"arteria bulbi penis;artery of bulb of penis;bulbourethral artery"
UBERON:0008320,common penile artery,"artery of penis;penile artery"
UBERON:0008321,deep artery of penis,"arteria cavernosa penis;arteria profunda penis;arteria profunda penis;cavernosal artery;deep penile artery"
UBERON:0008322,deep artery of clitoris,"arteria profunda clitoridis"
UBERON:0008323,dorsal artery of clitoris,""
UBERON:0008324,erectile tissue,""
UBERON:0008330,vestibule of vagina,"introitus;vagina vestibule;vaginal introitus;vaginal vestibule;vestibule of vagina;vestibule of vagina;vestibulum pudendi;vestibulum vaginae"
UBERON:0008331,clitoral smooth muscle,"clitoris smooth muscle"
UBERON:0008332,hilum of neuraxis,"neuraxis hilum"
UBERON:0008333,hilum of inferior olivary complex,"hilum nuclei olivaris caudalis;hilum nuclei olivaris inferioris;hilum of caudal olivary nucleus;hilum of inferior olivary nucleus;hilum of inferior olivary nucleus;hilum of inferior olive;inferior olivary hilum;inferior olive hilum"
UBERON:0008334,subarachnoid sulcus,""
UBERON:0008335,ventrolateral sulcus of medulla oblongata,"anterolateral groove of medulla oblongata;anterolateral sulcus of medulla;sulcus anterolateralis;sulcus anterolateralis medullae oblongatae;sulcus anterolateralis medullae oblongatae;sulcus ventrolateralis;sulcus ventrolateralis medullae spinalis;ventrolateral fissure of medulla;ventrolateral sulcus;ventrolateral sulcus of medulla;ventrolateral sulcus of spinal cord"
UBERON:0008337,inguinal part of abdomen,"groin;groin area;groin region;iliac fossa viewed surgically;iliac region;iliac region;inguen;inguen;inguinal region;inguinal region"
UBERON:0008338,plantar part of pes,"pelma;planta;planta;plantar part of foot;plantar region;regio plantaris;sole;sole of foot;sole of foot;sole of the foot;soles of the feet"
UBERON:0008339,microvascular endothelium,""
UBERON:0008340,nasal bridge,""
UBERON:0008341,columella nasi,"columella;columella of nose;nasal columella"
UBERON:0008342,intestinal villus of duodenum,""
UBERON:0008343,intestinal villus of jejunum,""
UBERON:0008344,intestinal villus of ileum,""
UBERON:0008345,ileal epithelium,"epithelium of ileum"
UBERON:0008346,duodenal epithelium,"epithelium of duodenum"
UBERON:0008367,breast epithelium,""
UBERON:0008397,tracheobronchial epithelium,"bronchotracheal epithelium"
UBERON:0008404,proximal tubular epithelium,"epithelium of proximal convoluted tubule;epithelium of proximal renal tubule;proximal renal tubule epithelium;proximal tubule epithelium;proximale tubular epithelium"
UBERON:0008408,distal tubular epithelium,"distal tubule epithelium"
UBERON:0008420,buccal epithelium,""
UBERON:0008424,inguinal mammary gland,""
UBERON:0008425,mammary ridge,"mammary fold;mammary gland ridge;mammary line;milk line"
UBERON:0008426,transverse foramen of atlas,"foramen transversarium of atlas"
UBERON:0008427,transverse foramen of axis,"foramen transversarium of axis"
UBERON:0008428,ceratoglossus,"ceratoglossus muscle;musculus ceratoglossus"
UBERON:0008429,cervical vertebral foramen,""
UBERON:0008430,lumbar vertebral foramen,""
UBERON:0008431,sacral foramen,""
UBERON:0008432,thoracic vertebral foramen,""
UBERON:0008433,lumbar vertebral arch,"arch of lumbar vertebra"
UBERON:0008434,cervical vertebral arch,"arch of cervical vertebra"
UBERON:0008435,vertebral arch of sacral segment,""
UBERON:0008436,thoracic vertebral arch,"arch of thoracic vertebra"
UBERON:0008437,posterior arch of atlas,"arcus posterior;arcus posterior atlantis;posterior arch"
UBERON:0008438,webbed interdigital region between manual digits,""
UBERON:0008439,webbed interdigital region between pedal digits,"toe web"
UBERON:0008440,webbed autopod,""
UBERON:0008441,webbed manus,"hand webbing;webbed hand"
UBERON:0008442,webbed pes,"foot webbing;webbed foot"
UBERON:0008443,webbed digit,""
UBERON:0008444,webbed manual digit,"digit of webbed hand;digit of webbed manus;webbed finger"
UBERON:0008445,webbed pedal digit,"digit of webbed foot;digit of webbed pes;webbed toe"
UBERON:0008446,flexor pollicis longus muscle,"flexor pollicis;flexor pollicis longus;flexor pollicis muscle;musculus flexor pollicis longus"
UBERON:0008447,intertarsal joint,"articulationes intertarsale;articulationes intertarsales;articulationes intertarseae;intermetatarsal joint;intertarsal;intertarsal articulation;intertarsal joint;tarsal joint;tarsal joints"
UBERON:0008449,trochlear notch,"incisura semilunaris ulnae;incisura trochlearis;incisura trochlearis ulnae;semilunar notch;semilunar notch of ulna"
UBERON:0008450,psoas muscle,"psoas"
UBERON:0008453,rectus capitis anterior,"anterior rectus capitis;anterior rectus capitis muscle;anterior vertebral muscle;musculus rectus capitis anterior;recti capitis anteriores;rectus capitis;rectus capitis anterior;rectus capitis anterior muscle;rectus capitus anterior;rectus capitus anterior muscle"
UBERON:0008454,rectus capitis posterior major,"greater posterior rectus capitis;musculus rectus capitis posterior major;recti capitis posteriores major;rectus capitis posterior major;rectus capitis posterior major muscle;rectus capitus posterior major;rectus capitus posterior major muscle;rectus posterior major"
UBERON:0008455,rectus capitis posterior minor,"lesser posterior rectus capitis;musculus rectus capitis posterior minor;recti capitis posteriores minores;rectus capitis posterior minor;rectus capitis posterior minor muscle;rectus capitus posterior minor;rectus capitus posterior minor muscle;rectus posterior minor"
UBERON:0008456,prezygapophysis of lumbar vertebra,"cranial articular process of lumbar vertebra;superior articular process of lumbar vertebra"
UBERON:0008457,prezygapophysis of sacral vertebra,"articular process of sacral segment;processus articularis superior (os sacrum);processus articularis superior ossis sacri;superior articular process of sacral segment;superior articular process of sacral vertebra;superior articular process of sacrum"
UBERON:0008459,prezygapophysis of cervical vertebra,"superior articular process of cervical segment;superior articular process of cervical vertebra"
UBERON:0008460,prezygapophysis of thoracic vertebra,"cranial articular process of thoracic vertebra;processus articularis (zygapophysis) thoracicus superior;superior apophyseal process;superior articular process of thoracic vertebra;superior zygapophysis"
UBERON:0008461,postzygapophysis of lumbar vertebra,"caudal articular process of lumbar vertebra;inferior articular process of lumbar vertebra"
UBERON:0008462,postzygapophysis of cervical vertebra,"inferior articular process of cervical vertebra"
